algo_name,hyperparameter_name,hyperparameter_value_exp,avg_reward
sample average $\epsilon$-greedy,epsilon,-7,5.979155
sample average $\epsilon$-greedy,epsilon,-7,6.2471027
sample average $\epsilon$-greedy,epsilon,-7,3.9702322
sample average $\epsilon$-greedy,epsilon,-7,1.9320052
sample average $\epsilon$-greedy,epsilon,-7,7.396491
sample average $\epsilon$-greedy,epsilon,-7,1.3768396
sample average $\epsilon$-greedy,epsilon,-7,8.774603
sample average $\epsilon$-greedy,epsilon,-7,1.4745514
sample average $\epsilon$-greedy,epsilon,-7,3.9860528
sample average $\epsilon$-greedy,epsilon,-7,8.034702
sample average $\epsilon$-greedy,epsilon,-7,4.8374476
sample average $\epsilon$-greedy,epsilon,-7,4.3616757
sample average $\epsilon$-greedy,epsilon,-7,8.208565
sample average $\epsilon$-greedy,epsilon,-7,5.7159677
sample average $\epsilon$-greedy,epsilon,-7,7.8664474
sample average $\epsilon$-greedy,epsilon,-7,5.888637
sample average $\epsilon$-greedy,epsilon,-7,8.386963
sample average $\epsilon$-greedy,epsilon,-7,2.4968655
sample average $\epsilon$-greedy,epsilon,-7,2.2417593
sample average $\epsilon$-greedy,epsilon,-7,5.2209864
sample average $\epsilon$-greedy,epsilon,-7,9.374281
sample average $\epsilon$-greedy,epsilon,-7,-0.27632266
sample average $\epsilon$-greedy,epsilon,-7,-1.2243752
sample average $\epsilon$-greedy,epsilon,-7,4.792016
sample average $\epsilon$-greedy,epsilon,-7,4.755946
sample average $\epsilon$-greedy,epsilon,-7,3.4596484
sample average $\epsilon$-greedy,epsilon,-7,3.92182
sample average $\epsilon$-greedy,epsilon,-7,5.691815
sample average $\epsilon$-greedy,epsilon,-7,8.941716
sample average $\epsilon$-greedy,epsilon,-7,2.888492
sample average $\epsilon$-greedy,epsilon,-7,6.7792487
sample average $\epsilon$-greedy,epsilon,-7,5.4284024
sample average $\epsilon$-greedy,epsilon,-7,4.265866
sample average $\epsilon$-greedy,epsilon,-7,6.2818165
sample average $\epsilon$-greedy,epsilon,-7,2.41079
sample average $\epsilon$-greedy,epsilon,-7,-0.7518555
sample average $\epsilon$-greedy,epsilon,-7,4.265729
sample average $\epsilon$-greedy,epsilon,-7,1.0317734
sample average $\epsilon$-greedy,epsilon,-7,5.604744
sample average $\epsilon$-greedy,epsilon,-7,1.9619429
sample average $\epsilon$-greedy,epsilon,-7,4.0813184
sample average $\epsilon$-greedy,epsilon,-7,5.2257156
sample average $\epsilon$-greedy,epsilon,-7,2.937445
sample average $\epsilon$-greedy,epsilon,-7,0.021584062
sample average $\epsilon$-greedy,epsilon,-7,7.240836
sample average $\epsilon$-greedy,epsilon,-7,7.436961
sample average $\epsilon$-greedy,epsilon,-7,3.2806196
sample average $\epsilon$-greedy,epsilon,-7,3.0354118
sample average $\epsilon$-greedy,epsilon,-7,4.037866
sample average $\epsilon$-greedy,epsilon,-7,2.7709887
sample average $\epsilon$-greedy,epsilon,-7,3.2252831
sample average $\epsilon$-greedy,epsilon,-7,2.903495
sample average $\epsilon$-greedy,epsilon,-7,1.0362293
sample average $\epsilon$-greedy,epsilon,-7,5.3293242
sample average $\epsilon$-greedy,epsilon,-7,2.5194917
sample average $\epsilon$-greedy,epsilon,-7,5.5776167
sample average $\epsilon$-greedy,epsilon,-7,3.824298
sample average $\epsilon$-greedy,epsilon,-7,5.6595716
sample average $\epsilon$-greedy,epsilon,-7,5.006523
sample average $\epsilon$-greedy,epsilon,-7,4.5827813
sample average $\epsilon$-greedy,epsilon,-7,2.827763
sample average $\epsilon$-greedy,epsilon,-7,6.2183337
sample average $\epsilon$-greedy,epsilon,-7,3.3557436
sample average $\epsilon$-greedy,epsilon,-7,3.6996431
sample average $\epsilon$-greedy,epsilon,-7,5.07722
sample average $\epsilon$-greedy,epsilon,-7,2.4126353
sample average $\epsilon$-greedy,epsilon,-7,3.3188193
sample average $\epsilon$-greedy,epsilon,-7,5.1586714
sample average $\epsilon$-greedy,epsilon,-7,3.463632
sample average $\epsilon$-greedy,epsilon,-7,3.9693923
sample average $\epsilon$-greedy,epsilon,-7,3.9642103
sample average $\epsilon$-greedy,epsilon,-7,4.1828785
sample average $\epsilon$-greedy,epsilon,-7,2.7472796
sample average $\epsilon$-greedy,epsilon,-7,5.32358
sample average $\epsilon$-greedy,epsilon,-7,2.791645
sample average $\epsilon$-greedy,epsilon,-7,8.937327
sample average $\epsilon$-greedy,epsilon,-7,4.1824937
sample average $\epsilon$-greedy,epsilon,-7,0.47741163
sample average $\epsilon$-greedy,epsilon,-7,6.856905
sample average $\epsilon$-greedy,epsilon,-7,2.8102398
sample average $\epsilon$-greedy,epsilon,-7,3.0737853
sample average $\epsilon$-greedy,epsilon,-7,2.4092293
sample average $\epsilon$-greedy,epsilon,-7,7.557932
sample average $\epsilon$-greedy,epsilon,-7,6.128553
sample average $\epsilon$-greedy,epsilon,-7,6.70059
sample average $\epsilon$-greedy,epsilon,-7,4.981056
sample average $\epsilon$-greedy,epsilon,-7,2.099421
sample average $\epsilon$-greedy,epsilon,-7,2.716304
sample average $\epsilon$-greedy,epsilon,-7,0.25915965
sample average $\epsilon$-greedy,epsilon,-7,6.4527006
sample average $\epsilon$-greedy,epsilon,-7,3.3390384
sample average $\epsilon$-greedy,epsilon,-7,7.9842844
sample average $\epsilon$-greedy,epsilon,-7,11.533909
sample average $\epsilon$-greedy,epsilon,-7,2.075256
sample average $\epsilon$-greedy,epsilon,-7,3.4288514
sample average $\epsilon$-greedy,epsilon,-7,7.178877
sample average $\epsilon$-greedy,epsilon,-7,2.442723
sample average $\epsilon$-greedy,epsilon,-7,7.3819337
sample average $\epsilon$-greedy,epsilon,-7,13.064837
sample average $\epsilon$-greedy,epsilon,-7,9.500737
sample average $\epsilon$-greedy,epsilon,-7,9.134116
sample average $\epsilon$-greedy,epsilon,-7,2.179841
sample average $\epsilon$-greedy,epsilon,-7,2.0939708
sample average $\epsilon$-greedy,epsilon,-7,3.5183115
sample average $\epsilon$-greedy,epsilon,-7,10.278667
sample average $\epsilon$-greedy,epsilon,-7,7.4048038
sample average $\epsilon$-greedy,epsilon,-7,3.7135713
sample average $\epsilon$-greedy,epsilon,-7,5.5016074
sample average $\epsilon$-greedy,epsilon,-7,4.5014486
sample average $\epsilon$-greedy,epsilon,-7,3.4108107
sample average $\epsilon$-greedy,epsilon,-7,0.86872923
sample average $\epsilon$-greedy,epsilon,-7,4.224549
sample average $\epsilon$-greedy,epsilon,-7,1.8747475
sample average $\epsilon$-greedy,epsilon,-7,3.1622062
sample average $\epsilon$-greedy,epsilon,-7,1.9657875
sample average $\epsilon$-greedy,epsilon,-7,3.4858723
sample average $\epsilon$-greedy,epsilon,-7,2.9610043
sample average $\epsilon$-greedy,epsilon,-7,3.3694894
sample average $\epsilon$-greedy,epsilon,-7,4.816657
sample average $\epsilon$-greedy,epsilon,-7,5.4821763
sample average $\epsilon$-greedy,epsilon,-7,6.0625505
sample average $\epsilon$-greedy,epsilon,-7,4.7354345
sample average $\epsilon$-greedy,epsilon,-7,2.6449807
sample average $\epsilon$-greedy,epsilon,-7,8.23421
sample average $\epsilon$-greedy,epsilon,-7,8.799663
sample average $\epsilon$-greedy,epsilon,-7,3.637171
sample average $\epsilon$-greedy,epsilon,-7,5.2993093
sample average $\epsilon$-greedy,epsilon,-7,6.9215217
sample average $\epsilon$-greedy,epsilon,-7,3.7142093
sample average $\epsilon$-greedy,epsilon,-7,2.954185
sample average $\epsilon$-greedy,epsilon,-7,2.1926415
sample average $\epsilon$-greedy,epsilon,-7,2.799392
sample average $\epsilon$-greedy,epsilon,-7,5.0905466
sample average $\epsilon$-greedy,epsilon,-7,3.8283746
sample average $\epsilon$-greedy,epsilon,-7,1.0712204
sample average $\epsilon$-greedy,epsilon,-7,6.6212206
sample average $\epsilon$-greedy,epsilon,-7,1.9042591
sample average $\epsilon$-greedy,epsilon,-7,4.5820937
sample average $\epsilon$-greedy,epsilon,-7,1.2678427
sample average $\epsilon$-greedy,epsilon,-7,4.745387
sample average $\epsilon$-greedy,epsilon,-7,0.6151456
sample average $\epsilon$-greedy,epsilon,-7,1.4181056
sample average $\epsilon$-greedy,epsilon,-7,1.1396464
sample average $\epsilon$-greedy,epsilon,-7,6.408576
sample average $\epsilon$-greedy,epsilon,-7,5.292739
sample average $\epsilon$-greedy,epsilon,-7,4.9651594
sample average $\epsilon$-greedy,epsilon,-7,5.7699776
sample average $\epsilon$-greedy,epsilon,-7,9.156756
sample average $\epsilon$-greedy,epsilon,-7,1.1376419
sample average $\epsilon$-greedy,epsilon,-7,1.913104
sample average $\epsilon$-greedy,epsilon,-7,7.012003
sample average $\epsilon$-greedy,epsilon,-7,4.5270505
sample average $\epsilon$-greedy,epsilon,-7,3.272493
sample average $\epsilon$-greedy,epsilon,-7,2.791421
sample average $\epsilon$-greedy,epsilon,-7,6.409659
sample average $\epsilon$-greedy,epsilon,-7,3.3970387
sample average $\epsilon$-greedy,epsilon,-7,5.1314735
sample average $\epsilon$-greedy,epsilon,-7,4.4316764
sample average $\epsilon$-greedy,epsilon,-7,7.176415
sample average $\epsilon$-greedy,epsilon,-7,1.286355
sample average $\epsilon$-greedy,epsilon,-7,5.2356477
sample average $\epsilon$-greedy,epsilon,-7,5.3154836
sample average $\epsilon$-greedy,epsilon,-7,1.4107372
sample average $\epsilon$-greedy,epsilon,-7,7.942269
sample average $\epsilon$-greedy,epsilon,-7,3.636237
sample average $\epsilon$-greedy,epsilon,-7,11.501067
sample average $\epsilon$-greedy,epsilon,-7,8.126186
sample average $\epsilon$-greedy,epsilon,-7,3.9775624
sample average $\epsilon$-greedy,epsilon,-7,4.754529
sample average $\epsilon$-greedy,epsilon,-7,2.6627839
sample average $\epsilon$-greedy,epsilon,-7,7.895217
sample average $\epsilon$-greedy,epsilon,-7,9.195277
sample average $\epsilon$-greedy,epsilon,-7,1.0964357
sample average $\epsilon$-greedy,epsilon,-7,5.1187773
sample average $\epsilon$-greedy,epsilon,-7,8.445667
sample average $\epsilon$-greedy,epsilon,-7,7.939485
sample average $\epsilon$-greedy,epsilon,-7,0.6891544
sample average $\epsilon$-greedy,epsilon,-7,8.629092
sample average $\epsilon$-greedy,epsilon,-7,3.0206237
sample average $\epsilon$-greedy,epsilon,-7,5.9153786
sample average $\epsilon$-greedy,epsilon,-7,4.4899526
sample average $\epsilon$-greedy,epsilon,-7,2.8161407
sample average $\epsilon$-greedy,epsilon,-7,6.3564677
sample average $\epsilon$-greedy,epsilon,-7,5.762125
sample average $\epsilon$-greedy,epsilon,-7,2.297041
sample average $\epsilon$-greedy,epsilon,-7,0.6479195
sample average $\epsilon$-greedy,epsilon,-7,2.88927
sample average $\epsilon$-greedy,epsilon,-7,2.6804013
sample average $\epsilon$-greedy,epsilon,-7,1.9936785
sample average $\epsilon$-greedy,epsilon,-7,9.251994
sample average $\epsilon$-greedy,epsilon,-7,7.1885858
sample average $\epsilon$-greedy,epsilon,-7,5.9148335
sample average $\epsilon$-greedy,epsilon,-7,1.7324878
sample average $\epsilon$-greedy,epsilon,-7,3.1900287
sample average $\epsilon$-greedy,epsilon,-7,3.4549413
sample average $\epsilon$-greedy,epsilon,-7,2.41164
sample average $\epsilon$-greedy,epsilon,-7,8.066735
sample average $\epsilon$-greedy,epsilon,-7,3.7714982
sample average $\epsilon$-greedy,epsilon,-7,1.6569397
sample average $\epsilon$-greedy,epsilon,-7,7.3604975
sample average $\epsilon$-greedy,epsilon,-7,3.446782
sample average $\epsilon$-greedy,epsilon,-7,3.3642526
sample average $\epsilon$-greedy,epsilon,-7,2.790412
sample average $\epsilon$-greedy,epsilon,-7,7.1208286
sample average $\epsilon$-greedy,epsilon,-7,4.1354537
sample average $\epsilon$-greedy,epsilon,-7,5.6314774
sample average $\epsilon$-greedy,epsilon,-7,2.237107
sample average $\epsilon$-greedy,epsilon,-7,8.809655
sample average $\epsilon$-greedy,epsilon,-7,3.3048835
sample average $\epsilon$-greedy,epsilon,-7,3.4583316
sample average $\epsilon$-greedy,epsilon,-7,1.5961794
sample average $\epsilon$-greedy,epsilon,-7,7.7425675
sample average $\epsilon$-greedy,epsilon,-7,6.26773
sample average $\epsilon$-greedy,epsilon,-7,4.2400537
sample average $\epsilon$-greedy,epsilon,-7,3.4930263
sample average $\epsilon$-greedy,epsilon,-7,4.5917144
sample average $\epsilon$-greedy,epsilon,-7,1.1643662
sample average $\epsilon$-greedy,epsilon,-7,6.7898574
sample average $\epsilon$-greedy,epsilon,-7,2.9292803
sample average $\epsilon$-greedy,epsilon,-7,5.0083523
sample average $\epsilon$-greedy,epsilon,-7,1.8370634
sample average $\epsilon$-greedy,epsilon,-7,1.4765943
sample average $\epsilon$-greedy,epsilon,-7,4.3523326
sample average $\epsilon$-greedy,epsilon,-7,3.775814
sample average $\epsilon$-greedy,epsilon,-7,5.730151
sample average $\epsilon$-greedy,epsilon,-7,6.1974454
sample average $\epsilon$-greedy,epsilon,-7,5.254556
sample average $\epsilon$-greedy,epsilon,-7,1.7748743
sample average $\epsilon$-greedy,epsilon,-7,4.189413
sample average $\epsilon$-greedy,epsilon,-7,4.5399146
sample average $\epsilon$-greedy,epsilon,-7,7.091876
sample average $\epsilon$-greedy,epsilon,-7,8.725519
sample average $\epsilon$-greedy,epsilon,-7,6.5041437
sample average $\epsilon$-greedy,epsilon,-7,2.8325143
sample average $\epsilon$-greedy,epsilon,-7,1.6655997
sample average $\epsilon$-greedy,epsilon,-7,11.20132
sample average $\epsilon$-greedy,epsilon,-7,6.4460325
sample average $\epsilon$-greedy,epsilon,-7,6.4786863
sample average $\epsilon$-greedy,epsilon,-7,4.3850703
sample average $\epsilon$-greedy,epsilon,-7,2.726873
sample average $\epsilon$-greedy,epsilon,-7,2.7775245
sample average $\epsilon$-greedy,epsilon,-7,2.3726552
sample average $\epsilon$-greedy,epsilon,-7,7.458292
sample average $\epsilon$-greedy,epsilon,-7,6.8920937
sample average $\epsilon$-greedy,epsilon,-7,4.0313754
sample average $\epsilon$-greedy,epsilon,-7,1.7606562
sample average $\epsilon$-greedy,epsilon,-7,11.841667
sample average $\epsilon$-greedy,epsilon,-7,0.8152241
sample average $\epsilon$-greedy,epsilon,-7,5.3990974
sample average $\epsilon$-greedy,epsilon,-7,3.1105769
sample average $\epsilon$-greedy,epsilon,-7,0.56231517
sample average $\epsilon$-greedy,epsilon,-7,7.0180025
sample average $\epsilon$-greedy,epsilon,-7,9.477311
sample average $\epsilon$-greedy,epsilon,-7,6.301838
sample average $\epsilon$-greedy,epsilon,-7,3.607416
sample average $\epsilon$-greedy,epsilon,-7,5.108381
sample average $\epsilon$-greedy,epsilon,-7,6.33775
sample average $\epsilon$-greedy,epsilon,-7,9.725853
sample average $\epsilon$-greedy,epsilon,-7,6.4581413
sample average $\epsilon$-greedy,epsilon,-7,9.538817
sample average $\epsilon$-greedy,epsilon,-7,2.1535225
sample average $\epsilon$-greedy,epsilon,-7,5.931922
sample average $\epsilon$-greedy,epsilon,-7,4.268194
sample average $\epsilon$-greedy,epsilon,-7,1.3167356
sample average $\epsilon$-greedy,epsilon,-7,3.0250938
sample average $\epsilon$-greedy,epsilon,-7,4.7160373
sample average $\epsilon$-greedy,epsilon,-7,2.9588861
sample average $\epsilon$-greedy,epsilon,-7,3.6847541
sample average $\epsilon$-greedy,epsilon,-7,6.914495
sample average $\epsilon$-greedy,epsilon,-7,8.069195
sample average $\epsilon$-greedy,epsilon,-7,7.0433183
sample average $\epsilon$-greedy,epsilon,-7,3.0146263
sample average $\epsilon$-greedy,epsilon,-7,6.8009257
sample average $\epsilon$-greedy,epsilon,-7,4.6857333
sample average $\epsilon$-greedy,epsilon,-7,6.971785
sample average $\epsilon$-greedy,epsilon,-7,5.1644936
sample average $\epsilon$-greedy,epsilon,-7,5.498527
sample average $\epsilon$-greedy,epsilon,-7,7.383785
sample average $\epsilon$-greedy,epsilon,-7,5.5077567
sample average $\epsilon$-greedy,epsilon,-7,3.5057375
sample average $\epsilon$-greedy,epsilon,-7,6.7204704
sample average $\epsilon$-greedy,epsilon,-7,6.7691436
sample average $\epsilon$-greedy,epsilon,-7,3.5452268
sample average $\epsilon$-greedy,epsilon,-7,5.119299
sample average $\epsilon$-greedy,epsilon,-7,4.316741
sample average $\epsilon$-greedy,epsilon,-7,6.583202
sample average $\epsilon$-greedy,epsilon,-7,6.349388
sample average $\epsilon$-greedy,epsilon,-7,1.5095947
sample average $\epsilon$-greedy,epsilon,-7,1.0462039
sample average $\epsilon$-greedy,epsilon,-7,3.482132
sample average $\epsilon$-greedy,epsilon,-7,5.0867977
sample average $\epsilon$-greedy,epsilon,-7,5.315926
sample average $\epsilon$-greedy,epsilon,-7,3.7961276
sample average $\epsilon$-greedy,epsilon,-7,2.034696
sample average $\epsilon$-greedy,epsilon,-7,5.7077675
sample average $\epsilon$-greedy,epsilon,-7,8.17257
sample average $\epsilon$-greedy,epsilon,-7,4.7431083
sample average $\epsilon$-greedy,epsilon,-7,2.209498
sample average $\epsilon$-greedy,epsilon,-7,3.9033325
sample average $\epsilon$-greedy,epsilon,-7,4.130741
sample average $\epsilon$-greedy,epsilon,-7,5.7352386
sample average $\epsilon$-greedy,epsilon,-7,6.855573
sample average $\epsilon$-greedy,epsilon,-7,9.525832
sample average $\epsilon$-greedy,epsilon,-7,9.38364
sample average $\epsilon$-greedy,epsilon,-7,5.1680026
sample average $\epsilon$-greedy,epsilon,-7,5.070592
sample average $\epsilon$-greedy,epsilon,-7,3.1090176
sample average $\epsilon$-greedy,epsilon,-7,2.1370609
sample average $\epsilon$-greedy,epsilon,-7,8.5241585
sample average $\epsilon$-greedy,epsilon,-7,3.135573
sample average $\epsilon$-greedy,epsilon,-7,13.537587
sample average $\epsilon$-greedy,epsilon,-7,8.720939
sample average $\epsilon$-greedy,epsilon,-7,4.077683
sample average $\epsilon$-greedy,epsilon,-7,5.6490583
sample average $\epsilon$-greedy,epsilon,-7,5.8492613
sample average $\epsilon$-greedy,epsilon,-7,2.8610094
sample average $\epsilon$-greedy,epsilon,-7,5.894531
sample average $\epsilon$-greedy,epsilon,-7,5.1023684
sample average $\epsilon$-greedy,epsilon,-7,1.2272435
sample average $\epsilon$-greedy,epsilon,-7,4.1612005
sample average $\epsilon$-greedy,epsilon,-7,4.706528
sample average $\epsilon$-greedy,epsilon,-7,3.7099712
sample average $\epsilon$-greedy,epsilon,-7,3.8505328
sample average $\epsilon$-greedy,epsilon,-7,4.9502625
sample average $\epsilon$-greedy,epsilon,-7,0.49341515
sample average $\epsilon$-greedy,epsilon,-7,5.3874707
sample average $\epsilon$-greedy,epsilon,-7,5.3228045
sample average $\epsilon$-greedy,epsilon,-7,4.848444
sample average $\epsilon$-greedy,epsilon,-7,3.011097
sample average $\epsilon$-greedy,epsilon,-7,1.3070114
sample average $\epsilon$-greedy,epsilon,-7,3.174115
sample average $\epsilon$-greedy,epsilon,-7,3.1408575
sample average $\epsilon$-greedy,epsilon,-7,10.49322
sample average $\epsilon$-greedy,epsilon,-7,2.5849693
sample average $\epsilon$-greedy,epsilon,-7,5.049103
sample average $\epsilon$-greedy,epsilon,-7,7.084505
sample average $\epsilon$-greedy,epsilon,-7,2.84937
sample average $\epsilon$-greedy,epsilon,-7,7.634561
sample average $\epsilon$-greedy,epsilon,-7,4.9354467
sample average $\epsilon$-greedy,epsilon,-7,3.3603272
sample average $\epsilon$-greedy,epsilon,-7,6.6884136
sample average $\epsilon$-greedy,epsilon,-7,4.5503225
sample average $\epsilon$-greedy,epsilon,-7,3.0722525
sample average $\epsilon$-greedy,epsilon,-7,6.272834
sample average $\epsilon$-greedy,epsilon,-7,4.42693
sample average $\epsilon$-greedy,epsilon,-7,3.3339393
sample average $\epsilon$-greedy,epsilon,-7,2.3463326
sample average $\epsilon$-greedy,epsilon,-7,4.4941044
sample average $\epsilon$-greedy,epsilon,-7,7.3372674
sample average $\epsilon$-greedy,epsilon,-7,3.9640007
sample average $\epsilon$-greedy,epsilon,-7,4.263317
sample average $\epsilon$-greedy,epsilon,-7,13.114516
sample average $\epsilon$-greedy,epsilon,-7,7.2405562
sample average $\epsilon$-greedy,epsilon,-7,6.953994
sample average $\epsilon$-greedy,epsilon,-7,1.8194331
sample average $\epsilon$-greedy,epsilon,-7,5.3061223
sample average $\epsilon$-greedy,epsilon,-7,2.5112643
